track,date,race,program,horse,win,ml_dec,live_dec,minutes_to_post,field_size,surface,prev_surface,distance_yards,rail,speed,ep,lp,class,trainer_win,jockey_win,combo_win,weight,last_days,equip_blinker,equip_lasix
Belterra Park,2025-08-09,1,1,Moon Party,0,,,-999.0,6,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,1,2,Chimes,0,,,-999.0,6,,,,0,,,,,,,,123.0,,1,0
Belterra Park,2025-08-09,1,3,Princess Pom Pom,0,,,-999.0,6,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,1,4,Ticket to Fly,0,,,-999.0,6,,,,0,,,,,,,,118.0,,0,0
Belterra Park,2025-08-09,1,5,Soulstone,0,,,-999.0,6,,,,0,,,,,,,,118.0,,0,0
Belterra Park,2025-08-09,1,6,Hushemup,0,,,-999.0,6,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,2,1,Lookin At Star,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Belterra Park,2025-08-09,2,2,Our American Girl,0,,,-999.0,7,,,,0,,,,,,,,120.0,,0,0
Belterra Park,2025-08-09,2,3,Low Moon,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Belterra Park,2025-08-09,2,4,Skylarose,0,,,-999.0,7,,,,0,,,,,,,,125.0,,0,0
Belterra Park,2025-08-09,2,5,Clay Basket,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Belterra Park,2025-08-09,2,6,Loris Still Curlin,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Belterra Park,2025-08-09,2,7,Dreamwifedreamlife,0,,,-999.0,7,,,,0,,,,,,,,125.0,,0,0
Belterra Park,2025-08-09,3,1,Decree,0,,,-999.0,6,,,,0,,,,,,,,119.0,,0,0
Belterra Park,2025-08-09,3,2,Larksong,0,,,-999.0,6,,,,0,,,,,,,,119.0,,0,0
Belterra Park,2025-08-09,3,3,Cause Ima Rose,0,,,-999.0,6,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,3,4,Stay Lost,0,,,-999.0,6,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,3,5,Tiz Sweet Emotion,0,,,-999.0,6,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,3,6,Wicked Beautiful,0,,,-999.0,6,,,,0,,,,,,,,118.0,,0,0
Belterra Park,2025-08-09,4,1,Roger McQueen,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,4,2,Ransomware,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,4,3,J W Ruckus,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,4,4,Bang a Rang,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,4,5,Pinedale,0,,,-999.0,7,,,,0,,,,,,,,125.0,,0,0
Belterra Park,2025-08-09,4,6,K W Captain Hook,0,,,-999.0,7,,,,0,,,,,,,,125.0,,0,0
Belterra Park,2025-08-09,4,7,Partyvicious,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Belterra Park,2025-08-09,5,1,Lucky Shore,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,5,2,Endless,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Belterra Park,2025-08-09,5,3,Shamu,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,5,4,Lucky Ana,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,5,5,Fillmore East,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,5,6,Dr. Bella,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,5,7,Blossoming,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,5,8,Milliondolarmonkey,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Belterra Park,2025-08-09,5,9,Catti La Belle,0,,,-999.0,9,,,,0,,,,,,,,125.0,,0,0
Belterra Park,2025-08-09,6,1,Jabran,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,6,2,Liltonytwophones,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,6,3,King of Kentucky,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,6,4,Yes I'm a Beast,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,6,5,Timeless Bounty,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,6,6,El Peje,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,6,7,Bloodline,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belterra Park,2025-08-09,7,1,Big Ginger,0,,,-999.0,8,,,,0,,,,,,,,123.0,,0,0
