track,date,race,program,horse,win,ml_dec,live_dec,minutes_to_post,field_size,surface,prev_surface,distance_yards,rail,speed,ep,lp,class,trainer_win,jockey_win,combo_win,weight,last_days,equip_blinker,equip_lasix
Churchill Downs,2024-11-27,1,1,Global Queen,0,,,-999.0,7,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,1,2,Scarlet Red Sky,0,,,-999.0,7,,,,0,,,,,,,,112.0,,0,0
Churchill Downs,2024-11-27,1,3,Bullet Baby,0,,,-999.0,7,,,,0,,,,,,,,119.0,,1,0
Churchill Downs,2024-11-27,1,4,Fun to Run,0,,,-999.0,7,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,1,5,Billie Cee,0,,,-999.0,7,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,1,6,Uncork It,0,,,-999.0,7,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,1,7,Airforce Lightning,0,,,-999.0,7,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,2,1,Just Jimmy,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,2,2,Liam the Brave,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,2,3,Sant' Antimo,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,2,4,Tiwanaku,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,2,5,Unstable Prince,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,2,6,Tapsasional,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,2,7,Kattath,0,,,-999.0,7,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,3,1,Epic Battle,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,3,2,Rocketeightyeight,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,3,3,On My Honor,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,3,4,Bebedouro,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,3,5,Gamblers Tail,0,,,-999.0,7,,,,0,,,,,,,,118.0,,1,0
Churchill Downs,2024-11-27,3,6,Protege,0,,,-999.0,7,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,3,7,Zeca Diabo,0,,,-999.0,7,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,4,1,Default,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,4,2,Sweet Chablis,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,4,3,Jersey Gold,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,4,4,Baytown Kitty Cat,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,4,5,She's Jersey Tuff,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,4,6,Chiquita Mosca,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,4,7,Tortuga Island,0,,,-999.0,9,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,4,8,Cocktail Cutie,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,4,9,Ella Frances,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,5,1,Simply Complicated,0,,,-999.0,8,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,5,2,Mirth 'n Merriment,0,,,-999.0,8,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,5,3,Punchy Girl,0,,,-999.0,8,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,5,4,Cumberland Falls,0,,,-999.0,8,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,5,5,Lady Mercedes,0,,,-999.0,8,,,,0,,,,,,,,120.0,,1,0
Churchill Downs,2024-11-27,5,6,Mercy Warren,0,,,-999.0,8,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,5,7,Forever Home,0,,,-999.0,8,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,5,8,Sequin Lady,0,,,-999.0,8,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,6,1,Feathers Road,0,,,-999.0,10,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,6,2,Arrogates Spirit,0,,,-999.0,10,,,,0,,,,,,,,114.0,,0,0
Churchill Downs,2024-11-27,6,3,Criminal Defense,0,,,-999.0,10,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,6,4,Express Cruiser,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,6,5,Drip d'Oro,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,6,6,Soupersilverdollar,0,,,-999.0,10,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,6,7,American Memories,0,,,-999.0,10,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,6,8,Hey Boss,0,,,-999.0,10,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,6,9,Sixwillberich,0,,,-999.0,10,,,,0,,,,,,,,121.0,,0,0
Churchill Downs,2024-11-27,6,10,Transcendental,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,7,1,D'oro Boy,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,2,Colonel Caliente,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,3,Barnes,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,4,Absolutely Hot,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,5,Kingsmere,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,6,Innovator,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,7,Caribbean Dream,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,8,Great Moment,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,9,Sinister Smile,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,10,Counter Elite,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,7,11,Lottery Win,0,,,-999.0,11,,,,0,,,,,,,,119.0,,0,0
Churchill Downs,2024-11-27,8,1,Sally O'Malley,0,,,-999.0,9,,,,0,,,,,,,,120.0,,0,0
Churchill Downs,2024-11-27,8,2,Easy Red,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Churchill Downs,2024-11-27,8,3,Yo Puedo,0,,,-999.0,9,,,,0,,,,,,,,120.0,,0,0
