track,date,race,program,horse,win,ml_dec,live_dec,minutes_to_post,field_size,surface,prev_surface,distance_yards,rail,speed,ep,lp,class,trainer_win,jockey_win,combo_win,weight,last_days
Belmont at the Big A,2024-09-14,1,1,Math Tutor,0,,,-999.0,7,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,1,2,McHale,0,,,-999.0,7,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,1,3,Papa Golf,0,,,-999.0,7,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,1,4,Moment's Notice,0,,,-999.0,7,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,1,5,Alias,0,,,-999.0,7,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,1,6,Pure Money,0,,,-999.0,7,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,1,7,Vekoma Rides,0,,,-999.0,7,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,1,Prince Monomoy,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,2,Scheduling Dude,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,3,Pandemic Hero,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,4,Gimme Gimme,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,5,Kimball Union,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,6,Saratoga Warrior,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,7,Chasing Colton,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,2,8,Classic Ruby,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-14,3,1,Magia Nera,0,,,-999.0,7,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-14,3,2,Anthracite,0,,,-999.0,7,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-14,3,3,Magnificent Mile,0,,,-999.0,7,,,,0,,,,,,,,114.0,
Belmont at the Big A,2024-09-14,3,4,Neuschwanstein,0,,,-999.0,7,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-14,3,5,Whenlovetakesover,0,,,-999.0,7,,,,0,,,,,,,,123.0,
Belmont at the Big A,2024-09-14,3,6,Montebello,0,,,-999.0,7,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-14,3,7,Borletti (IRE),0,,,-999.0,7,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-14,4,1,Coach Sessa,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,2,Ashdale,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,3,Realta,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,4,Starlight Dancer,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,5,Lady Laoban,0,,,-999.0,16,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-14,4,6,Quite Continental,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,7,Adult Entertainer,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,8,She Is All Busines,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,9,Purest Performance,0,,,-999.0,16,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-14,4,10,Holder Close,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,11,Dubawi Wowie,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,12,Gregorian Solo,0,,,-999.0,16,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-14,4,13,Assisi,0,,,-999.0,16,,,,0,,,,,,,,120.0,
