track,date,race,program,horse,win,ml_dec,live_dec,minutes_to_post,field_size,surface,prev_surface,distance_yards,rail,speed,ep,lp,class,trainer_win,jockey_win,combo_win,weight,last_days,equip_blinker,equip_lasix
Parx Racing,2025-07-02,1,,Wild Captain,0,,,-999.0,10,,,,0,,,,,,,,,,0,0
Parx Racing,2025-07-02,1,,Captain Crush,0,,,-999.0,10,,,,0,,,,,,,,,,0,0
Parx Racing,2025-07-02,1,1,Tap the Candy,0,,,-999.0,10,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,1,2,Marchin Into April,0,,,-999.0,10,,,,0,,,,,,,,117.0,,0,0
Parx Racing,2025-07-02,1,3,King Swansboro,0,,,-999.0,10,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,1,4,McKirgan,0,,,-999.0,10,,,,0,,,,,,,,117.0,,0,0
Parx Racing,2025-07-02,1,6,Skinny Joey,0,,,-999.0,10,,,,0,,,,,,,,117.0,,0,0
Parx Racing,2025-07-02,1,7,Just Be Honest,0,,,-999.0,10,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,1,8,Travel Guide,0,,,-999.0,10,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,1,9,Coach Knight,0,,,-999.0,10,,,,0,,,,,,,,117.0,,0,0
Parx Racing,2025-07-02,2,,California Tiger,0,,,-999.0,7,,,,0,,,,,,,,,,0,0
Parx Racing,2025-07-02,2,2,Onlygodcanjudgeme,0,,,-999.0,7,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,2,3,Enforcer,0,,,-999.0,7,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,2,4,Runyonesque,0,,,-999.0,7,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,2,5,Mister Lincoln,0,,,-999.0,7,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,2,6,Prince of Chill,0,,,-999.0,7,,,,0,,,,,,,,122.0,,0,0
Parx Racing,2025-07-02,2,7,Action Hero,0,,,-999.0,7,,,,0,,,,,,,,125.0,,0,0
Parx Racing,2025-07-02,3,,Peak of Chic,0,,,-999.0,7,,,,0,,,,,,,,,,0,0
Parx Racing,2025-07-02,3,2,Apollonia Vitelli,0,,,-999.0,7,,,,0,,,,,,,,122.0,,0,0
