track,date,race,program,horse,win,ml_dec,live_dec,minutes_to_post,field_size,surface,prev_surface,distance_yards,rail,speed,ep,lp,class,trainer_win,jockey_win,combo_win,weight,last_days,equip_blinker,equip_lasix
Belmont at the Big A,2025-06-14,1,1,Farm House,0,,,-999.0,6,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,1,2,Calling an Audible,0,,,-999.0,6,,,,0,,,,,,,,125.0,,0,0
Belmont at the Big A,2025-06-14,1,3,Immigration Law,0,,,-999.0,6,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,1,4,Sabby Sunset,0,,,-999.0,6,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,1,5,Bourbon Blanket,0,,,-999.0,6,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,1,6,Esther's Salad,0,,,-999.0,6,,,,0,,,,,,,,113.0,,0,0
Belmont at the Big A,2025-06-14,2,1,Storm Changer,0,,,-999.0,5,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,2,2,Mischief Lady,0,,,-999.0,5,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,2,3,Boston's Phinest,0,,,-999.0,5,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,2,4,Royal Event,0,,,-999.0,5,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,2,5,Disco Star,0,,,-999.0,5,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,3,1,Harlan's Bond,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,3,1A,Carol Said No,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,3,2,Foxy Cara,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,3,3,Lady Arwen,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,3,4,Scarborough Fair,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,3,5,Dolce Sera,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,3,6,Fuligni,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,4,1,Hatch,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,4,2,Dot's Dollar,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,4,3,Kunshan Bridge,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,4,4,Screaming Uncle,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,4,5,Cold as Hell,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,4,6,Gun It,0,,,-999.0,7,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,4,7,How's Ur Attitude,0,,,-999.0,7,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,5,1,Aerate,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,5,1A,Sequential,0,,,-999.0,10,,,,0,,,,,,,,125.0,,0,0
Belmont at the Big A,2025-06-14,5,2,Belmont Union,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,5,3,Battle Anthem,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,5,4,Remember the Chief,0,,,-999.0,10,,,,0,,,,,,,,125.0,,0,0
Belmont at the Big A,2025-06-14,5,5,Limits of Power,0,,,-999.0,10,,,,0,,,,,,,,120.0,,0,0
Belmont at the Big A,2025-06-14,5,6,True Connection,0,,,-999.0,10,,,,0,,,,,,,,125.0,,0,0
Belmont at the Big A,2025-06-14,5,7,Down the Line,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,5,8,Laird of Magnolia,0,,,-999.0,10,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,5,9,Natural Hunk,0,,,-999.0,10,,,,0,,,,,,,,125.0,,0,0
Belmont at the Big A,2025-06-14,6,1,Baron of Sealand,0,,,-999.0,9,,,,0,,,,,,,,126.0,,0,0
Belmont at the Big A,2025-06-14,6,1A,B D Saints,0,,,-999.0,9,,,,0,,,,,,,,124.0,,0,0
Belmont at the Big A,2025-06-14,6,2,Slapintheface,0,,,-999.0,9,,,,0,,,,,,,,124.0,,0,0
Belmont at the Big A,2025-06-14,6,3,Cable Ready,0,,,-999.0,9,,,,0,,,,,,,,124.0,,0,0
Belmont at the Big A,2025-06-14,6,4,Smooth Breeze,0,,,-999.0,9,,,,0,,,,,,,,120.0,,0,0
Belmont at the Big A,2025-06-14,6,5,Laurel Valley,0,,,-999.0,9,,,,0,,,,,,,,124.0,,0,0
Belmont at the Big A,2025-06-14,6,6,Ocala Dream,0,,,-999.0,9,,,,0,,,,,,,,124.0,,0,0
Belmont at the Big A,2025-06-14,6,7,Quiet Wisdom,0,,,-999.0,9,,,,0,,,,,,,,124.0,,0,0
Belmont at the Big A,2025-06-14,6,8,Wynstock,0,,,-999.0,9,,,,0,,,,,,,,124.0,,0,0
Belmont at the Big A,2025-06-14,7,1,Winter's Ghost,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Belmont at the Big A,2025-06-14,7,2,Tiberius Mercurius,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,7,3,Commandperformance,0,,,-999.0,9,,,,0,,,,,,,,111.0,,0,0
Belmont at the Big A,2025-06-14,7,4,Co Conspirator,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Belmont at the Big A,2025-06-14,7,5,Retail Man,0,,,-999.0,9,,,,0,,,,,,,,116.0,,0,0
Belmont at the Big A,2025-06-14,7,6,Cumberland Blues,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Belmont at the Big A,2025-06-14,7,7,He's Got This,0,,,-999.0,9,,,,0,,,,,,,,121.0,,0,0
Belmont at the Big A,2025-06-14,7,8,Active Duty,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,7,9,Tiz a Beast,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,8,1,Messi the Magician,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,8,2,Dialbolico,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,8,3,Vesuvio,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,8,4,Mackville,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,8,5,Shakin the Belle,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,8,6,Prince of Truth,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,8,7,Trade Imbalance,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,8,8,Brave Bear,0,,,-999.0,9,,,,0,,,,,,,,118.0,,0,0
Belmont at the Big A,2025-06-14,8,9,Macaw,0,,,-999.0,9,,,,0,,,,,,,,123.0,,0,0
Belmont at the Big A,2025-06-14,9,1,Enigmatic,0,,,-999.0,12,,,,0,,,,,,,,124.0,,0,0
