track,date,race,program,horse,win,ml_dec,live_dec,minutes_to_post,field_size,surface,prev_surface,distance_yards,rail,speed,ep,lp,class,trainer_win,jockey_win,combo_win,weight,last_days
Belmont at the Big A,2024-09-15,1,1,Snipsnippitysnip,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,1,2,Vow to Resiliency,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,1,3,Competitive Market,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,1,4,All Night Revival,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,1,5,Lavender Disaster,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,1,6,Pediatric Princess,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,1,7,Paraiba Blue,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,1,8,Coral Sea,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,1,Mia Vita,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,2,Smooth Claret,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,3,Decree and Declare,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,4,Complex Gal,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,5,Faith,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,6,Vespera,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,7,Save the Queen,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,2,8,Wild Mama,0,,,-999.0,8,,,,0,,,,,,,,119.0,
Belmont at the Big A,2024-09-15,3,1,For Some Reason,0,,,-999.0,6,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,3,2,Iridescent,0,,,-999.0,6,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,3,3,Vinsanity,0,,,-999.0,6,,,,0,,,,,,,,118.0,
Belmont at the Big A,2024-09-15,3,4,Charlie's Express,0,,,-999.0,6,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,3,5,Bold Ambition,0,,,-999.0,6,,,,0,,,,,,,,118.0,
Belmont at the Big A,2024-09-15,3,6,Sonofaship,0,,,-999.0,6,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,4,1,Costa Terra,0,,,-999.0,6,,,,0,,,,,,,,122.0,
Belmont at the Big A,2024-09-15,4,2,Nelson Avenue,0,,,-999.0,6,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,4,3,Bank Frenzy,0,,,-999.0,6,,,,0,,,,,,,,126.0,
Belmont at the Big A,2024-09-15,4,4,Mistical Curlin,0,,,-999.0,6,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,4,5,Lost in Rome,0,,,-999.0,6,,,,0,,,,,,,,122.0,
Belmont at the Big A,2024-09-15,4,6,Irish Exit,0,,,-999.0,6,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,5,,Starsinthecity,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,5,,Lady Meringue,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,5,,My Executive Sweet,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,5,,Duchessofnormandy,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,5,,Troubled Luck,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,5,,Boston Strong Mama,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,5,,Digital Currency,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,5,1,Generous Luva,0,,,-999.0,16,,,,0,,,,,,,,114.0,
Belmont at the Big A,2024-09-15,5,2,Russalite,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,5,3,Follow Your Arrow,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,5,4,Naughty Destiny,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,5,5,Cerretta,0,,,-999.0,16,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,5,6,Corri Felice,0,,,-999.0,16,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,5,7,Mo Damorninggrouch,0,,,-999.0,16,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,5,9,Lil' Hayadoin,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,5,12,Barefoot Disco,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,6,,Barese,0,,,-999.0,10,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,6,1,Union Trail,0,,,-999.0,10,,,,0,,,,,,,,126.0,
Belmont at the Big A,2024-09-15,6,2,Bar Fourteen,0,,,-999.0,10,,,,0,,,,,,,,122.0,
Belmont at the Big A,2024-09-15,6,3,Clear Conscience,0,,,-999.0,10,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,6,4,Bettrluckythangood,0,,,-999.0,10,,,,0,,,,,,,,126.0,
Belmont at the Big A,2024-09-15,6,5,Gem Mint Ten,0,,,-999.0,10,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,6,6,Agent Creed,0,,,-999.0,10,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,6,7,Locke and Key,0,,,-999.0,10,,,,0,,,,,,,,122.0,
Belmont at the Big A,2024-09-15,6,8,Call Me Harry,0,,,-999.0,10,,,,0,,,,,,,,124.0,
Belmont at the Big A,2024-09-15,6,9,Cable Ready,0,,,-999.0,10,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,7,1,R Funny Bizness,0,,,-999.0,8,,,,0,,,,,,,,123.0,
Belmont at the Big A,2024-09-15,7,2,Jolly Miss Jill,0,,,-999.0,8,,,,0,,,,,,,,114.0,
Belmont at the Big A,2024-09-15,7,3,Everlys Girl,0,,,-999.0,8,,,,0,,,,,,,,123.0,
Belmont at the Big A,2024-09-15,7,4,Condiment Girl,0,,,-999.0,8,,,,0,,,,,,,,125.0,
Belmont at the Big A,2024-09-15,7,5,Mon Petit Chou,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,7,6,Gringotts,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,7,7,Ribot's Valentine,0,,,-999.0,8,,,,0,,,,,,,,123.0,
Belmont at the Big A,2024-09-15,7,8,My First Love,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,,Master of Arms,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,8,,Tommy Two Socks,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,8,,Feathers Road,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,8,,War Terminator,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,8,,Dr Oseran,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,8,,King Moonracer,0,,,-999.0,16,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,8,1,Grumley,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,2,Java Buzz,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,3,Nano Man,0,,,-999.0,16,,,,0,,,,,,,,118.0,
Belmont at the Big A,2024-09-15,8,4,Hilarious Affair,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,5,Palace View (IRE),0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,6,Inflation Nation (IRE),0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,7,Collect From Ike,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,8,Korrongo,0,,,-999.0,16,,,,0,,,,,,,,118.0,
Belmont at the Big A,2024-09-15,8,9,He's Got It,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,8,10,Gaslight Dancer,0,,,-999.0,16,,,,0,,,,,,,,121.0,
Belmont at the Big A,2024-09-15,9,,The Taco Lady,0,,,-999.0,12,,,,0,,,,,,,,,
Belmont at the Big A,2024-09-15,9,1,Weighted Average,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,2,Hidden Presence,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,3,Jitterbug,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,4,Time Stone,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,5,Silvology,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,6,Promdatebonnie,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,7,Shade of Pale,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,8,This Country,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,9,Autumn's Turn,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,10,Purrfect Girl,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Belmont at the Big A,2024-09-15,9,11,Goodnight My Angel,0,,,-999.0,12,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,1,1,Summer of Mischief,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,1,2,Greek Heiress,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,1,3,Mercy Warren,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,1,4,In My Opinion,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,1,5,Abitibi,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,1,6,Arella Star,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,1,7,Stand by You,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,1,8,Rose Palace,0,,,-999.0,8,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,2,1,Bourbon Society,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,2,2,Momentum Files,0,,,-999.0,9,,,,0,,,,,,,,124.0,
Churchill Downs,2024-09-15,2,3,D'oro Unbridled,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,2,4,Ready as Ever,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,2,5,Magnificent Rags,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,2,6,He's a Joker,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,2,7,Duke of Duval,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,2,8,Eglise,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,2,9,Can't Stop Willis,0,,,-999.0,9,,,,0,,,,,,,,120.0,
Churchill Downs,2024-09-15,3,1,Constitutionreview,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,2,Zeca Diabo,0,,,-999.0,14,,,,0,,,,,,,,124.0,
Churchill Downs,2024-09-15,3,3,Not So Holy,0,,,-999.0,14,,,,0,,,,,,,,124.0,
Churchill Downs,2024-09-15,3,4,Chun Money,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,5,High Five Sy,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,6,Mischievous M,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,7,Line of Scrimmage,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,8,National Eclipse,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,9,Macho Villa,0,,,-999.0,14,,,,0,,,,,,,,124.0,
Churchill Downs,2024-09-15,3,10,Redeposit,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,11,Skelly Road,0,,,-999.0,14,,,,0,,,,,,,,116.0,
Churchill Downs,2024-09-15,3,12,Noble Eagle,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,13,Imperio,0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,3,14,General Issue (FR),0,,,-999.0,14,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,4,1,Oncoming Train,0,,,-999.0,9,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,4,2,Upstriker,0,,,-999.0,9,,,,0,,,,,,,,123.0,
Churchill Downs,2024-09-15,4,3,Jamming Eddy,0,,,-999.0,9,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,4,4,One for Richie,0,,,-999.0,9,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,4,5,Robo Man,0,,,-999.0,9,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,4,6,Soaring Bird,0,,,-999.0,9,,,,0,,,,,,,,116.0,
Churchill Downs,2024-09-15,4,7,Fan the Fire,0,,,-999.0,9,,,,0,,,,,,,,121.0,
Churchill Downs,2024-09-15,4,8,Best of Greeley,0,,,-999.0,9,,,,0,,,,,,,,121.0,
